type,extensions,note_numbers
dominant,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[35, 39, 45, 47, 49]"
minor-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[33, 39, 44]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[23, 33, 47, 47, 51, 56]"
major,[],"[28, 52, 56, 59]"
dominant,[],"[25, 34, 35, 49, 52]"
half-diminished,[],"[34, 37, 39, 40, 44, 49, 61]"
dominant,[],"[30, 43, 51, 63]"
minor-seventh,[],"[32, 32, 39, 42, 51, 56, 59]"
minor-ninth,[],"[30, 33, 37, 40, 44, 54]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[35, 39, 56]"
major,[],"[28, 28, 56, 59]"
dominant-ninth,[],"[30, 34, 40, 44, 49, 58]"
minor-seventh,[],"[32, 32, 39, 42, 51]"
major,[],"[28, 35, 39, 44, 47]"
major,[],"[28, 35, 39, 44, 47]"
dominant-ninth,[],"[30, 34, 40, 44, 49]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[30, 43, 51]"
minor-seventh,[],"[32, 39, 44]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[33, 35, 37, 39, 44]"
dominant-ninth,[],"[30, 34, 40, 44, 58]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[42, 46, 49, 54]"
minor-seventh,[],"[32, 39, 47, 51]"
major,[],"[28, 35, 39, 44, 47]"
minor-ninth,[],"[25, 35, 40, 44, 49, 61]"
dominant-ninth,[],"[30, 34, 40, 44, 49, 56, 61]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[34, 43, 54, 66]"
minor-seventh,[],"[32, 32, 39, 42, 59, 71]"
dominant,"[{'degree': '9', 'alter': '1', 'type': 'add'}]","[30, 30, 37, 40, 57, 61, 68]"
major,[],"[28, 35, 40, 44, 75]"
dominant-ninth,[],"[30, 34, 40, 44, 73]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[30, 43, 70]"
minor-sixth,[],"[32, 41, 44, 66]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[33, 35, 37, 44, 63]"
dominant-ninth,[],"[27, 31, 37, 41, 63]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[31, 40, 67]"
minor-sixth,[],"[32, 41, 44, 68]"
major,[],"[28, 28, 49, 61]"
dominant-ninth,[],"[37, 49, 61]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[37, 49, 61]"
minor-sixth,[],"[32, 41, 44, 46, 58]"
minor-ninth,[],"[30, 33, 37, 40, 44, 58]"
dominant,[],"[35, 39, 64]"
minor-ninth,[],"[37, 40, 44, 75]"
dominant,[],"[27, 43, 73]"
minor-sixth,[],"[32, 41, 44, 71]"
minor-ninth,[],"[30, 33, 37, 40, 44, 71]"
dominant,[],"[35, 39, 63]"
major,[],"[28, 35, 40, 44, 71]"
dominant-ninth,[],"[30, 34, 40, 44, 63]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[34, 43, 58]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[33, 35, 39, 44, 63]"
major,[],"[28, 28, 67, 68]"
dominant-ninth,[],"[27, 27, 37, 70]"
dominant,"[{'degree': '5', 'alter': '1', 'type': 'alter'}]","[34, 43, 47, 70]"
minor-ninth,[],"[30, 33, 37, 40, 44, 69]"
dominant,[],"[35, 39, 66]"
major,[],"[28, 35, 40, 44, 63]"
dominant-ninth,[],"[30, 34, 40, 44, 56]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[30, 34, 40, 44, 56]"
minor-sixth,[],"[32, 41, 59]"
minor-ninth,[],"[30, 33, 37, 40, 44, 49]"
dominant,[],"[35, 39, 54, 56]"
minor-ninth,[],"[35, 37, 40, 44, 54]"
half-diminished,[],"[34, 34, 40, 44, 51]"
dominant,[],"[27, 43, 51]"
minor-sixth,[],"[32, 41, 46]"
half-diminished,[],"[32, 34, 37, 40, 44, 49, 56]"
minor-seventh,[],"[32, 32, 39, 42, 51, 59]"
dominant-ninth,[],"[34, 40, 44, 49, 49, 58]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[25, 35, 46, 51, 56]"
dominant,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[35, 38, 39, 45]"
minor-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[33, 39, 42, 44]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[23, 33, 45, 47, 51, 56]"
major,[],"[28, 56, 59]"
dominant,[],"[25, 35, 49, 52]"
half-diminished,[],"[34, 39, 40, 44, 49, 61]"
dominant,[],"[33, 43, 51, 63]"
minor-seventh,[],"[32, 33, 42, 51, 56, 59]"
half-diminished,[],"[34, 34, 40, 44, 49, 52]"
dominant,"[{'degree': '11', 'alter': '0', 'type': 'add'}]","[27, 37, 40, 49, 56]"
minor-seventh,[],"[32, 35, 39, 42, 51, 56, 59]"
dominant-ninth,[],"[34, 40, 44, 49, 54, 58]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[39, 43, 52]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[25, 35, 46, 51, 56]"
dominant,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[35, 39, 39, 45]"
minor-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[33, 39, 44]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[23, 33, 37, 47, 51, 56]"
major,[],"[28, 56, 59]"
dominant,[],"[25, 35, 49, 51, 52]"
half-diminished,[],"[34, 40, 44, 46, 49, 61]"
dominant,[],"[43, 49, 51, 63]"
minor-seventh,[],"[32, 42, 47, 47, 51, 56]"
minor-ninth,[],"[30, 33, 37, 40, 44, 54]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[35, 39, 56]"
dominant-ninth,[],"[30, 34, 40, 44, 49, 58]"
minor-seventh,[],"[32, 32, 39, 42, 51]"
major,[],"[28, 35, 39, 44, 47]"
major,[],"[28, 35, 39, 44, 47]"
dominant-ninth,[],"[30, 34, 40, 44, 49]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[37, 43, 51]"
minor-seventh,[],"[32, 39, 44]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[33, 35, 37, 39, 44]"
dominant-ninth,[],"[30, 34, 40, 44, 58]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[42, 46, 49, 54]"
minor-seventh,[],"[32, 39, 44, 47, 51]"
major,[],"[28, 35, 39, 44, 47]"
minor-ninth,[],"[25, 35, 40, 44, 49, 61]"
dominant-ninth,[],"[30, 34, 40, 44, 49, 61]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[43, 54, 66]"
minor-seventh,[],"[32, 32, 39, 42, 59, 71]"
dominant,"[{'degree': '9', 'alter': '1', 'type': 'add'}]","[30, 30, 37, 40, 57, 61, 68]"
dominant,[],"[30, 30, 37, 40, 57, 61, 68]"
dominant-ninth,[],"[30, 34, 40, 44, 54, 61, 66]"
minor-seventh,[],"[32, 32, 39, 42, 54, 66]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[23, 33, 35, 68]"
dominant-ninth,[],"[27, 31, 37, 41, 55, 67]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","[56, 63, 68]"
minor-seventh,[],"[32, 32, 39, 42, 59, 63]"
minor-sixth,[],"[32, 32, 39, 42, 59, 63]"
minor-seventh,[],"[30, 37, 40, 44, 59, 63]"
dominant,[],"[30, 37, 40, 44, 59, 63]"
dominant-ninth,[],"[30, 34, 40, 44, 54, 66]"
minor-seventh,[],"[32, 32, 39, 42, 59, 71]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[30, 30, 37, 40, 59, 66, 71]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[33, 35, 37, 39, 44, 61, 68, 73]"
minor-ninth,[],"[25, 35, 37, 63, 68, 75]"
minor-ninth,[],"[35, 35, 39, 40, 44, 68]"
half-diminished,[],"[34, 34, 40, 44, 70]"
dominant,"[{'degree': '9', 'alter': '1', 'type': 'add'}]","[27, 43, 66]"
minor-seventh,[],"[32, 32, 39, 42, 66]"
minor-ninth,[],"[30, 30, 37, 40, 56, 63]"
dominant,[],"[30, 30, 37, 40, 56, 63]"
dominant-ninth,[],"[30, 34, 40, 44, 54, 66]"
minor-seventh,[],"[32, 32, 39, 42, 54, 66]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[23, 33, 35, 68]"
dominant-ninth,[],"[27, 31, 37, 41, 55, 67]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","[56, 63, 68]"
minor-seventh,[],"[32, 32, 39, 42, 59, 66, 71]"
minor-sixth,[],"[35, 41, 68]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[35, 36, 63]"
dominant-ninth,[],"[30, 34, 40, 44, 54, 66]"
minor-seventh,[],"[32, 32, 39, 42, 59, 66, 71]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[30, 30, 37, 40, 59, 66, 71]"
dominant,"[{'degree': '13', 'alter': '0', 'type': 'add'}]","[33, 35, 39, 44, 61, 68, 73]"
minor-ninth,[],"[25, 35, 37, 63, 68, 75]"
minor-ninth,[],"[35, 35, 39, 40, 44, 68]"
half-diminished,[],"[34, 34, 40, 44, 70]"
dominant,"[{'degree': '9', 'alter': '1', 'type': 'add'}]","[27, 43, 66]"
minor-seventh,[],"[32, 32, 39, 42, 66]"
minor-ninth,[],"[30, 30, 37, 40, 56, 63]"
dominant,[],"[30, 30, 37, 40, 56, 63]"
minor-ninth,[],"[25, 35, 37, 63, 68, 75]"
dominant-ninth,[],"[30, 34, 40, 44, 70]"
minor-seventh,[],"[32, 32, 39, 42, 66]"
minor-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[30, 30, 37, 40, 56, 63]"
dominant,[],"[30, 30, 37, 40, 56, 63]"
minor-ninth,[],"[25, 35, 37, 44, 47, 51, 56]"
dominant-ninth,[],"[30, 34, 40, 44, 58]"
minor-seventh,[],"[32, 42, 54]"
minor-ninth,[],"[20, 32, 32, 44, 47, 51, 56]"
major-seventh,[],"[16, 32, 39, 42, 47]"
minor-11th,[],"[21, 31, 36, 40, 45, 50]"
dominant-13th,[],"[26, 36, 40, 42, 47]"
dominant-13th,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","[30, 36, 38, 40, 44]"
major-seventh,[],"[16, 32, 39, 42, 47]"
minor-seventh,[],"[26, 36, 41, 45, 52]"
dominant-13th,[],"[19, 29, 41, 45, 47, 52]"
dominant-13th,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","[29, 35, 40, 45, 49]"
major-13th,[],"[24, 35, 40, 45, 50]"
major-13th,[],"[24, 35, 40, 45, 50]"
minor-ninth,[],"[25, 35, 40, 44, 47, 51]"
dominant-13th,[],"[30, 34, 39, 40, 44, 49]"
dominant-13th,[],"[34, 40, 44, 46, 51]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[40, 43, 46, 50]"
minor-11th,[],"[18, 33, 52, 56, 59, 64]"
major-13th,[],"[39, 42, 44, 49, 54, 59]"
dominant-13th,[],"[41, 45, 47, 52, 59]"
major-ninth,[],"[40, 45, 47, 50, 55, 59]"
dominant-13th,[],"[39, 43, 45, 50, 59]"
major-13th,[],"[32, 37, 39, 42, 47, 51]"
minor-seventh,[],"[21, 31, 36, 50]"
dominant-13th,[],"[36, 40, 42, 47, 59]"
major-seventh,[],"[39, 42, 44, 47, 56]"
minor-ninth,[],"[26, 36, 40, 55]"
dominant-ninth,[],"[35, 38, 41, 45, 64]"
major-seventh,[],"[35, 36, 40, 55]"
minor-ninth,[],"[25, 35, 39, 56]"
dominant-ninth,[],"[34, 40, 44, 61]"
minor-seventh,[],"[30, 33, 40, 49, 59]"
dominant,[],"[33, 37, 39, 42, 51]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '13', 'alter': '-1', 'type': 'add'}]","[33, 36, 39, 43, 60]"
major-13th,[],"[39, 42, 44, 49, 56, 57]"
dominant,[],"[36, 40, 42, 47, 52]"
dominant,[],"[36, 40, 42, 47, 52]"
major-seventh,[],"[32, 39, 42, 47]"
major-seventh,[],"[39, 42, 44, 49, 56]"
minor-seventh,[],"[37, 42, 46, 51]"
dominant,[],"[36, 42, 46, 54]"
minor-seventh,[],"[36, 41, 45, 56]"
dominant,[],"[35, 41, 45, 50]"
dominant,[],"[34, 40, 44, 52]"
minor-seventh,[],"[40, 44, 45, 49, 63]"
dominant,[],"[33, 37, 39, 44, 57]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}, {'degree': '13', 'alter': '-1', 'type': 'add'}]","[33, 39, 43, 48]"
major,[],"[32, 39, 42, 52]"
major,[],"[32, 39, 42, 54]"
dominant,[],"[36, 40, 42, 47]"
major,[],"[32, 35, 39, 42, 54]"
dominant-13th,[],"[28, 33, 38, 43, 48]"
dominant-13th,[],"[29, 36, 39, 43, 45, 50]"
dominant-13th,[],"[16, 32, 37, 39, 42, 47]"
minor-seventh,[],"[37, 41, 42, 46, 61]"
dominant,[],"[36, 42, 49]"
minor-seventh,[],"[36, 40, 41, 45, 60]"
dominant,[],"[35, 41, 45]"
major,[],"[35, 36, 40, 43, 59]"
major,[],"[35, 36, 40, 43, 55]"
minor-seventh,[],"[35, 40, 44, 54]"
dominant,[],"[34, 40, 44, 63]"
dominant,[],"[33, 37, 39, 44, 49]"
major,[],"[35, 39, 40, 44, 52]"
major-seventh,[],"[36, 40, 45, 50, 55]"
dominant,[],"[33, 39, 43, 48, 50, 55, 57]"
major-seventh,[],"[28, 32, 39, 42, 44, 47, 52]"
minor-seventh,[],"[36, 40, 43, 47, 50]"
dominant,[],"[33, 37, 39, 44, 51]"
major-seventh,[],"[39, 42, 44, 47, 54]"
minor-seventh,[],"[37, 39, 42, 46]"
dominant,[],"[36, 39, 42, 46]"
minor-seventh,[],"[36, 38, 41, 45]"
dominant,[],"[35, 38, 41, 45]"
major-seventh,[],"[35, 36, 40, 43, 47]"
minor-seventh,[],"[35, 37, 40, 44, 52]"
dominant,[],"[39, 40, 44, 46]"
minor-seventh,[],"[30, 37, 40, 45, 47]"
dominant-ninth,[],"[33, 35, 41, 43]"
major-seventh,[],"[35, 36, 40, 48]"
dominant-ninth,[],"[33, 36, 39, 43, 50]"
major-seventh,[],"[39, 42, 44, 49, 59]"
dominant,[],"[41, 45, 47, 52, 59]"
major-seventh,[],"[36, 40, 47, 50, 57]"
dominant,[],"[39, 43, 45, 50, 55, 62]"
major-minor,[],"[39, 43, 47, 51, 55, 62]"
major-seventh,[],"[28, 37, 44, 51, 54, 56, 59]"
dominant,[],"[26, 33, 42]"
dominant-13th,"[{'degree': '9', 'alter': '-1', 'type': 'alter'}]","[24, 34, 37, 40, 45]"
dominant,[],"[29, 33, 44, 45]"
dominant,[],"[22, 32, 38, 44]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[21, 31, 34]"
minor-seventh,[],"[27, 37, 42]"
dominant,[],"[20, 44, 48]"
minor-seventh,[],"[26, 36, 41]"
dominant,[],"[19, 43, 47]"
major,[],"[24, 31, 33, 38, 40]"
dominant,[],"[22, 32, 38, 40]"
dominant,[],"[22, 32, 38, 40]"
minor-seventh,[],"[24, 34, 39]"
minor-seventh,[],"[27, 37, 42]"
minor-seventh,[],"[26, 33, 41]"
minor,[],"[33, 40, 43, 48]"
minor-seventh,[],"[28, 31, 38, 40, 47]"
minor-seventh,[],"[26, 29, 36, 38, 45]"
major-seventh,[],"[23, 30, 33, 39]"
major-seventh,[],"[24, 31, 35, 40]"
major-seventh,[],"[30, 41, 46]"
dominant,[],"[31, 41, 47]"
major-seventh,[],"[23, 30, 33, 39]"
major-seventh,[],"[24, 31, 35, 40]"
major-seventh,[],"[25, 32, 41]"
major-seventh,[],"[26, 33, 42]"
dominant,[],"[22, 32, 38, 40]"
major-seventh,[],"[24, 31, 35, 40]"
major,[],"[26, 33, 42]"
major,[],"[27, 34, 43]"
major,[],"[28, 35, 39, 44]"
major-ninth,[],"[26, 37, 42, 52]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[25, 35, 41, 50]"
minor-seventh,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[30, 40, 45, 56]"
dominant,"[{'degree': '5', 'alter': '-1', 'type': 'alter'}]","[29, 39, 45, 47]"
minor-seventh,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[28, 38, 43, 54]"
major,[],"[21, 37, 43, 54]"
major-ninth,[],"[26, 37, 42, 52]"
dominant,"[{'degree': '13', 'alter': '-1', 'type': 'add'}]","[25, 35, 41, 45]"
minor-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[30, 33, 39, 44]"
dominant,"[{'degree': '9', 'alter': '1', 'type': 'add'}]","[32, 36, 42, 47]"
minor-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[25, 40, 46, 51]"
minor-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[18, 33, 39, 44]"
major-seventh,"[{'degree': '11', 'alter': '1', 'type': 'add'}]","[26, 37, 42, 56]"
dominant,"[{'degree': '9', 'alter': '1', 'type': 'add'}]","[25, 35, 41, 52]"
minor-seventh,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[18, 33, 40, 44, 49]"
dominant,[],"[17, 39, 45]"
minor-seventh,[],"[16, 31, 38, 45]"
dominant,"[{'degree': '9', 'alter': '-1', 'type': 'add'}]","[21, 34, 43, 49]"
major-seventh,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[26, 37, 40, 44]"
dominant,"[{'degree': '9', 'alter': '1', 'type': 'add'}, {'degree': '13', 'alter': '-1', 'type': 'add'}]","[25, 35, 41, 45, 52]"
minor-sixth,"[{'degree': '9', 'alter': '0', 'type': 'add'}, {'degree': '11', 'alter': '0', 'type': 'add'}]","[18, 33, 39, 44, 47]"
minor-seventh,"[{'degree': '9', 'alter': '0', 'type': 'add'}]","[30, 33, 40, 44, 57]"
major,[],"[43, 59, 62]"
major,"[{'degree': '2', 'alter': '0', 'type': 'add'}]","[40, 50, 62]"
minor-sixth,[],"[39, 43, 55, 60]"
major,[],"[38, 55, 60]"
major-sixth,[],"[38, 48, 52, 57]"
major,"[{'degree': '2', 'alter': '0', 'type': 'add'}]","[38, 47, 50, 54, 57]"
diminished-seventh,[],"[38, 45, 46, 49, 52, 57]"
minor-seventh,[],"[26, 38, 45, 48, 52, 55]"
dominant,[],"[26, 45, 48, 50, 54]"
suspended-fourth,[],"[26, 38, 52]"
major,[],"[30, 54, 57, 64]"
major,"[{'degree': '2', 'alter': '0', 'type': 'add'}]","[40, 48, 55, 62]"
minor-sixth,[],"[39, 48, 51, 55, 57, 60]"
major,[],"[38, 55, 60]"
major-sixth,[],"[36, 40, 43, 45]"
major-ninth,[],"[31, 38, 42, 45]"
suspended-fourth,[],"[38, 48, 52, 55, 57]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","[26, 36, 52, 55]"
major,[],"[31, 43, 47, 55]"
dominant,[],"[31, 43, 47, 55]"
dominant,[],"[34, 40, 43, 49]"
minor,[],"[23, 38, 42]"
minor-ninth,[],"[28, 42, 45]"
minor-sixth,[],"[40, 47, 55]"
diminished-seventh,[],"[23, 50, 54]"
minor,[],"[23, 50, 54]"
minor-seventh,[],"[28, 47, 50, 57]"
suspended-fourth,[],"[33, 43, 48, 52]"
dominant-ninth,[],"[27, 37, 47, 53, 55, 59]"
dominant,[],"[26, 45, 48, 52, 57]"
major,[],"[40, 52, 56]"
major,[],"[39, 49, 51, 61]"
major,[],"[35, 52, 57]"
minor,[],"[33, 45, 49, 54]"
major,[],"[32, 40, 47, 54]"
diminished-seventh,[],"[31, 40, 46, 52]"
minor-seventh,[],"[30, 40, 45, 49, 52]"
dominant,[],"[28, 38, 47, 56]"
major,[],"[30, 38, 45, 54]"
dominant,[],"[32, 38, 40, 47]"
major-sixth,[],"[21, 49, 54]"
minor-sixth,[],"[36, 40, 48, 57]"
major,[],"[35, 44, 47, 54]"
diminished-seventh,[],"[35, 43, 49, 52]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}, {'degree': '9', 'alter': '0', 'type': 'add'}]","[23, 37, 52]"
major,[],"[28, 35, 40, 44, 52]"
major,[],"[28, 28, 35, 44]"
dominant,[],"[35, 38, 40, 44]"
major,[],"[28, 35, 40, 44, 52]"
minor-seventh,[],"[30, 33, 40, 44, 49]"
dominant,[],"[23, 33, 39, 44, 47]"
minor-seventh,[],"[30, 33, 40, 44, 49]"
dominant,[],"[23, 33, 39, 44, 47]"
minor-seventh,[],"[32, 35, 42, 46, 51]"
dominant,[],"[25, 35, 41, 46, 49]"
minor-seventh,[],"[42, 46, 51]"
dominant,[],"[25, 35, 41, 46, 49]"
half-diminished,[],"[44, 51, 54]"
dominant,[],"[30, 34, 44, 49, 52]"
minor-seventh,[],"[39, 43, 50]"
dominant,[],"[29, 33, 39, 43, 48]"
major,[],"[28, 32, 37, 42, 47]"
half-diminished,[],"[32, 35, 42, 50]"
dominant,[],"[25, 35, 44, 49]"
major,[],"[28, 32, 37, 42, 47]"
minor-seventh,[],"[32, 39, 47, 54]"
major-seventh,[],"[28, 39, 44, 47]"
minor-seventh,[],"[35, 38, 42, 45, 52]"
dominant,[],"[35, 38, 40, 44, 47]"
minor-seventh,[],"[35, 38, 42, 45, 52]"
dominant,[],"[35, 38, 40, 44, 47]"
major-seventh,[],"[33, 37, 40, 44, 52]"
minor-seventh,[],"[35, 38, 42, 45, 47]"
dominant,[],"[35, 38, 40, 44, 52]"
minor-seventh,[],"[37, 40, 44, 47, 54]"
dominant,[],"[37, 40, 42, 46, 49]"
minor-seventh,[],"[37, 40, 44, 47, 54]"
dominant,[],"[37, 40, 42, 46, 49]"
dominant,[],"[37, 40, 42, 45, 54]"
minor-seventh,[],"[32, 35, 39, 56]"
dominant,[],"[29, 35, 37, 49]"
minor-seventh,[],"[30, 33, 40, 44, 49]"
dominant,[],"[23, 33, 39, 44, 47]"
minor-seventh,[],"[40, 44, 49]"
dominant,[],"[23, 33, 39, 44, 47]"
minor-seventh,[],"[32, 35, 42, 46, 51]"
dominant,[],"[25, 35, 41, 46, 49]"
minor-seventh,[],"[42, 46, 51]"
dominant,[],"[25, 35, 41, 46, 49]"
half-diminished,[],"[44, 51, 54]"
dominant,[],"[30, 34, 44, 49, 52]"
minor-seventh,[],"[39, 43, 50]"
dominant,[],"[29, 33, 39, 43, 48]"
major,[],"[28, 32, 37, 42, 47]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 43, 45, 45, 47, 48, 50, 50, 50, 52, 53, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 43, 45, 45, 47, 48, 50, 50, 50, 52, 53, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 43, 45, 45, 47, 48, 50, 50, 50, 52, 53, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[43, 48, 50, 53]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[43, 48, 50, 53]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[43, 48, 50, 53]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[45, 50, 52, 55]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[43, 48, 50, 53]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[43, 48, 50, 53]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
suspended-fourth,"[{'degree': '7', 'alter': '0', 'type': 'add'}]","[40, 45, 47, 50]"
